Invoice Number,Payment Method,Payment Date,Sales person,Dynamic Data Masking,Email,,,,,,,,
INV-22091,Credit Card,4-May-24,,,,,,,,,,,
INV-42603,Credit Card,6-May-24,,,,,,,,,,,
INV-94241,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-18709,Credit Card,24-Apr-24,,,,,,,,,,,
INV-16597,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-16359,Credit Card,22-Apr-24,,,,,,,,,,,
INV-65735,Credit Card,14-Apr-24,,,,,,,,,,,
INV-58552,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-85037,Credit Card,2-May-24,,,,,,,,,,,
INV-43035,Credit Card,24-Apr-24,,,,,,,,,,,
INV-46764,Check,15-Apr-24,,,,,,,,,,,
INV-13523,Check,18-Apr-24,,,,,,,,,,,
INV-65224,Credit Card,5-May-24,,,,,,,,,,,
INV-36726,Credit Card,7-Apr-24,,,,,,,,,,,
INV-11401,Credit Card,2-May-24,,,,,,,,,,,
INV-39468,Check,24-Apr-24,,,,,,,,,,,
INV-88929,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-92910,Check,25-Apr-24,,,,,,,,,,,
INV-37583,Credit Card,15-Apr-24,,,,,,,,,,,
INV-70766,Credit Card,4-May-24,,,,,,,,,,,
INV-86763,ACH Transfer,4-May-24,,,,,,,,,,,
INV-20840,Check,28-Apr-24,,,,,,,,,,,
INV-89597,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-96633,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-11486,Check,9-Apr-24,,,,,,,,,,,
INV-35113,ACH Transfer,1-May-24,,,,,,,,,,,
INV-37966,Credit Card,29-Apr-24,,,,,,,,,,,
INV-57126,Credit Card,25-Apr-24,,,,,,,,,,,
INV-90785,Check,21-Apr-24,,,,,,,,,,,
INV-19784,Check,22-Apr-24,,,,,,,,,,,
INV-26800,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-25898,ACH Transfer,4-May-24,,,,,,,,,,,
INV-27787,Check,6-May-24,,,,,,,,,,,
INV-37085,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-98102,Credit Card,17-Apr-24,,,,,,,,,,,
INV-40526,Credit Card,6-May-24,,,,,,,,,,,
INV-89387,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-59821,Wire Transfer,30-Apr-24,,,,,,,,,,,
INV-19016,Credit Card,26-Apr-24,,,,,,,,,,,
INV-16143,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-22928,Check,13-Apr-24,,,,,,,,,,,
INV-55198,Credit Card,10-Apr-24,,,,,,,,,,,
INV-65613,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-76698,Credit Card,18-Apr-24,,,,,,,,,,,
INV-53525,Credit Card,21-Apr-24,,,,,,,,,,,
INV-62100,Credit Card,2-May-24,,,,,,,,,,,
INV-42007,Check,21-Apr-24,,,,,,,,,,,
INV-66158,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-38820,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-94386,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-87214,Credit Card,23-Apr-24,,,,,,,,,,,
INV-25431,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-46361,Check,4-May-24,,,,,,,,,,,
INV-98084,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-84065,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-27572,Credit Card,6-May-24,,,,,,,,,,,
INV-37155,Check,27-Apr-24,,,,,,,,,,,
INV-60534,Credit Card,4-May-24,,,,,,,,,,,
INV-76920,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-64140,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-27824,Check,19-Apr-24,,,,,,,,,,,
INV-70506,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-98658,Check,18-Apr-24,,,,,,,,,,,
INV-64041,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-36922,Check,19-Apr-24,,,,,,,,,,,
INV-54253,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-84684,Check,30-Apr-24,,,,,,,,,,,
INV-40589,Credit Card,13-Apr-24,,,,,,,,,,,
INV-10944,Check,30-Apr-24,,,,,,,,,,,
INV-69637,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-21650,Credit Card,9-Apr-24,,,,,,,,,,,
INV-36052,Credit Card,13-Apr-24,,,,,,,,,,,
INV-30412,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-66908,ACH Transfer,1-May-24,,,,,,,,,,,
INV-38601,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-59107,Credit Card,6-May-24,,,,,,,,,,,
INV-40475,Check,9-Apr-24,,,,,,,,,,,
INV-62645,Check,13-Apr-24,,,,,,,,,,,
INV-38367,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-50514,ACH Transfer,13-Apr-24,,,,,,,,,,,
INV-88386,Wire Transfer,6-May-24,,,,,,,,,,,
INV-90466,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-60954,Check,30-Apr-24,,,,,,,,,,,
INV-14690,Credit Card,3-May-24,,,,,,,,,,,
INV-37130,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-15886,Check,26-Apr-24,,,,,,,,,,,
INV-72155,Check,21-Apr-24,,,,,,,,,,,
INV-86587,ACH Transfer,3-May-24,,,,,,,,,,,
INV-17875,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-51108,Check,22-Apr-24,,,,,,,,,,,
INV-13847,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-21849,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-20057,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-65523,Check,6-May-24,,,,,,,,,,,
INV-24690,Credit Card,29-Apr-24,,,,,,,,,,,
INV-35378,Check,24-Apr-24,,,,,,,,,,,
INV-13951,Credit Card,7-Apr-24,,,,,,,,,,,
INV-52146,Check,27-Apr-24,,,,,,,,,,,
INV-18108,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-23515,Check,10-Apr-24,,,,,,,,,,,
INV-60200,Check,10-Apr-24,,,,,,,,,,,
INV-17247,Wire Transfer,5-May-24,,,,,,,,,,,
INV-33368,Check,4-May-24,,,,,,,,,,,
INV-63928,Check,14-Apr-24,,,,,,,,,,,
INV-86313,Credit Card,14-Apr-24,,,,,,,,,,,
INV-72833,Check,30-Apr-24,,,,,,,,,,,
INV-88484,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-80428,Check,10-Apr-24,,,,,,,,,,,
INV-92018,Credit Card,11-Apr-24,,,,,,,,,,,
INV-77628,Check,23-Apr-24,,,,,,,,,,,
INV-34356,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-43859,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-74183,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-70242,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-60296,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-18513,Credit Card,5-May-24,,,,,,,,,,,
INV-84416,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-53806,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-91803,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-45333,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-90792,Credit Card,13-Apr-24,,,,,,,,,,,
INV-10311,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-15597,ACH Transfer,4-May-24,,,,,,,,,,,
INV-20714,Credit Card,7-Apr-24,,,,,,,,,,,
INV-98190,Check,30-Apr-24,,,,,,,,,,,
INV-13544,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-25388,Wire Transfer,6-May-24,,,,,,,,,,,
INV-89605,ACH Transfer,4-May-24,,,,,,,,,,,
INV-80643,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-41403,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-37843,ACH Transfer,6-May-24,,,,,,,,,,,
INV-53592,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-20796,Check,11-Apr-24,,,,,,,,,,,
INV-37356,ACH Transfer,3-May-24,,,,,,,,,,,
INV-26076,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-32012,ACH Transfer,6-May-24,,,,,,,,,,,
INV-61464,Check,18-Apr-24,,,,,,,,,,,
INV-10940,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-59656,Credit Card,7-Apr-24,,,,,,,,,,,
INV-67324,ACH Transfer,4-May-24,,,,,,,,,,,
INV-90420,Check,5-May-24,,,,,,,,,,,
INV-40193,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-62117,Wire Transfer,2-May-24,,,,,,,,,,,
INV-73755,ACH Transfer,1-May-24,,,,,,,,,,,
INV-81508,Credit Card,18-Apr-24,,,,,,,,,,,
INV-70776,Credit Card,24-Apr-24,,,,,,,,,,,
INV-69556,Credit Card,2-May-24,,,,,,,,,,,
INV-11878,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-67720,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-44432,Wire Transfer,27-Apr-24,,,,,,,,,,,
INV-32572,Credit Card,24-Apr-24,,,,,,,,,,,
INV-47292,Check,22-Apr-24,,,,,,,,,,,
INV-48066,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-32356,Check,7-Apr-24,,,,,,,,,,,
INV-38829,ACH Transfer,3-May-24,,,,,,,,,,,
INV-86376,Wire Transfer,6-May-24,,,,,,,,,,,
INV-36929,Check,3-May-24,,,,,,,,,,,
INV-31888,Check,18-Apr-24,,,,,,,,,,,
INV-16257,Credit Card,30-Apr-24,,,,,,,,,,,
INV-38276,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-84194,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-27696,Credit Card,17-Apr-24,,,,,,,,,,,
INV-50223,Check,23-Apr-24,,,,,,,,,,,
INV-77160,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-17424,Wire Transfer,6-May-24,,,,,,,,,,,
INV-51194,Credit Card,2-May-24,,,,,,,,,,,
INV-79266,Check,23-Apr-24,,,,,,,,,,,
INV-76253,Check,15-Apr-24,,,,,,,,,,,
INV-92140,Credit Card,16-Apr-24,,,,,,,,,,,
INV-82881,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-65533,Check,16-Apr-24,,,,,,,,,,,
INV-68633,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-60452,Check,29-Apr-24,,,,,,,,,,,
INV-67316,Credit Card,25-Apr-24,,,,,,,,,,,
INV-53469,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-85124,Credit Card,24-Apr-24,,,,,,,,,,,
INV-86981,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-29225,Check,21-Apr-24,,,,,,,,,,,
INV-39182,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-32809,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-85200,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-16321,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-95242,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-45554,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-61895,Credit Card,7-Apr-24,,,,,,,,,,,
INV-29331,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-29501,Wire Transfer,12-Apr-24,,,,,,,,,,,
INV-45478,Check,4-May-24,,,,,,,,,,,
INV-89776,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-66782,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-43592,Check,27-Apr-24,,,,,,,,,,,
INV-27023,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-35680,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-95459,Check,27-Apr-24,,,,,,,,,,,
INV-98316,Credit Card,18-Apr-24,,,,,,,,,,,
INV-74605,Credit Card,1-May-24,,,,,,,,,,,
INV-38447,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-23572,Credit Card,17-Apr-24,,,,,,,,,,,
INV-63481,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-55762,Credit Card,24-Apr-24,,,,,,,,,,,
INV-22414,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-22312,Check,16-Apr-24,,,,,,,,,,,
INV-62567,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-71564,Wire Transfer,4-May-24,,,,,,,,,,,
INV-59975,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-54961,Check,30-Apr-24,,,,,,,,,,,
INV-61807,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-68312,Credit Card,1-May-24,,,,,,,,,,,
INV-45413,Credit Card,21-Apr-24,,,,,,,,,,,
INV-52953,Check,27-Apr-24,,,,,,,,,,,
INV-87373,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-53505,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-71231,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-34276,Credit Card,7-Apr-24,,,,,,,,,,,
INV-95735,Credit Card,8-Apr-24,,,,,,,,,,,
INV-84203,Credit Card,2-May-24,,,,,,,,,,,
INV-96740,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-46822,Check,6-May-24,,,,,,,,,,,
INV-57935,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-72877,Check,22-Apr-24,,,,,,,,,,,
INV-64480,Check,8-Apr-24,,,,,,,,,,,
INV-85630,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-94575,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-22286,Credit Card,21-Apr-24,,,,,,,,,,,
INV-46459,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-23028,Credit Card,26-Apr-24,,,,,,,,,,,
INV-55766,Check,12-Apr-24,,,,,,,,,,,
INV-18297,Credit Card,12-Apr-24,,,,,,,,,,,
INV-60787,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-60279,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-94662,ACH Transfer,2-May-24,,,,,,,,,,,
INV-87144,Credit Card,13-Apr-24,,,,,,,,,,,
INV-27801,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-10941,Wire Transfer,4-May-24,,,,,,,,,,,
INV-72307,Credit Card,10-Apr-24,,,,,,,,,,,
INV-74809,Credit Card,18-Apr-24,,,,,,,,,,,
INV-45451,Check,30-Apr-24,,,,,,,,,,,
INV-49956,Check,21-Apr-24,,,,,,,,,,,
INV-80993,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-48173,Credit Card,10-Apr-24,,,,,,,,,,,
INV-54293,Credit Card,12-Apr-24,,,,,,,,,,,
INV-52960,Check,3-May-24,,,,,,,,,,,
INV-19727,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-19351,Credit Card,18-Apr-24,,,,,,,,,,,
INV-83417,Credit Card,11-Apr-24,,,,,,,,,,,
INV-48893,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-39776,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-50854,Wire Transfer,4-May-24,,,,,,,,,,,
INV-96194,Check,16-Apr-24,,,,,,,,,,,
INV-83928,Check,6-May-24,,,,,,,,,,,
INV-72094,Credit Card,5-May-24,,,,,,,,,,,
INV-99132,Credit Card,8-Apr-24,,,,,,,,,,,
INV-66493,Check,17-Apr-24,,,,,,,,,,,
INV-73276,Check,16-Apr-24,,,,,,,,,,,
INV-40096,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-13704,Check,13-Apr-24,,,,,,,,,,,
INV-19950,Check,2-May-24,,,,,,,,,,,
INV-32118,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-54883,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-73802,ACH Transfer,6-May-24,,,,,,,,,,,
INV-42801,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-82623,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-31526,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-14078,Check,30-Apr-24,,,,,,,,,,,
INV-37914,Check,8-Apr-24,,,,,,,,,,,
INV-38383,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-42082,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-70055,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-67497,Credit Card,21-Apr-24,,,,,,,,,,,
INV-36622,Credit Card,13-Apr-24,,,,,,,,,,,
INV-28279,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-25962,Credit Card,4-May-24,,,,,,,,,,,
INV-83105,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-60254,ACH Transfer,5-May-24,,,,,,,,,,,
INV-44749,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-44517,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-30107,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-39743,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-55374,Check,4-May-24,,,,,,,,,,,
INV-66419,Wire Transfer,3-May-24,,,,,,,,,,,
INV-24734,Check,24-Apr-24,,,,,,,,,,,
INV-70482,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-89591,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-67563,Credit Card,29-Apr-24,,,,,,,,,,,
INV-44897,Check,2-May-24,,,,,,,,,,,
INV-81766,Check,11-Apr-24,,,,,,,,,,,
INV-78239,Check,9-Apr-24,,,,,,,,,,,
INV-61934,Check,22-Apr-24,,,,,,,,,,,
INV-52105,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-40672,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-87827,Check,27-Apr-24,,,,,,,,,,,
INV-15842,Wire Transfer,12-Apr-24,,,,,,,,,,,
INV-99545,Check,17-Apr-24,,,,,,,,,,,
INV-59136,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-74027,Credit Card,27-Apr-24,,,,,,,,,,,
INV-31064,Wire Transfer,12-Apr-24,,,,,,,,,,,
INV-67192,Check,27-Apr-24,,,,,,,,,,,
INV-13711,Check,30-Apr-24,,,,,,,,,,,
INV-98228,Check,21-Apr-24,,,,,,,,,,,
INV-23666,Credit Card,21-Apr-24,,,,,,,,,,,
INV-69132,Check,22-Apr-24,,,,,,,,,,,
INV-93044,Credit Card,1-May-24,,,,,,,,,,,
INV-60837,Credit Card,10-Apr-24,,,,,,,,,,,
INV-55401,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-98637,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-25425,Check,9-Apr-24,,,,,,,,,,,
INV-78095,Check,12-Apr-24,,,,,,,,,,,
INV-16984,Credit Card,28-Apr-24,,,,,,,,,,,
INV-91947,Credit Card,6-May-24,,,,,,,,,,,
INV-94187,Check,22-Apr-24,,,,,,,,,,,
INV-12883,ACH Transfer,6-May-24,,,,,,,,,,,
INV-80393,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-93570,Credit Card,28-Apr-24,,,,,,,,,,,
INV-69430,ACH Transfer,25-Apr-24,,,,,,,,,,,
INV-51916,Check,4-May-24,,,,,,,,,,,
INV-27794,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-87667,ACH Transfer,4-May-24,,,,,,,,,,,
INV-24900,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-92579,ACH Transfer,1-May-24,,,,,,,,,,,
INV-73727,Check,3-May-24,,,,,,,,,,,
INV-87297,Check,21-Apr-24,,,,,,,,,,,
INV-19321,Check,19-Apr-24,,,,,,,,,,,
INV-45361,Credit Card,15-Apr-24,,,,,,,,,,,
INV-32407,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-94850,Credit Card,16-Apr-24,,,,,,,,,,,
INV-15585,Credit Card,19-Apr-24,,,,,,,,,,,
INV-11609,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-55759,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-51122,Check,9-Apr-24,,,,,,,,,,,
INV-11750,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-44857,Wire Transfer,1-May-24,,,,,,,,,,,
INV-33345,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-99019,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-71401,Check,27-Apr-24,,,,,,,,,,,
INV-77058,Credit Card,6-May-24,,,,,,,,,,,
INV-61059,Credit Card,25-Apr-24,,,,,,,,,,,
INV-67099,Credit Card,9-Apr-24,,,,,,,,,,,
INV-89039,Credit Card,14-Apr-24,,,,,,,,,,,
INV-26492,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-95958,Check,17-Apr-24,,,,,,,,,,,
INV-89398,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-84562,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-85797,Credit Card,16-Apr-24,,,,,,,,,,,
INV-32123,ACH Transfer,2-May-24,,,,,,,,,,,
INV-45180,Credit Card,3-May-24,,,,,,,,,,,
INV-22798,Credit Card,18-Apr-24,,,,,,,,,,,
INV-85127,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-79596,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-26270,Credit Card,27-Apr-24,,,,,,,,,,,
INV-74671,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-11002,Check,4-May-24,,,,,,,,,,,
INV-58538,ACH Transfer,26-Apr-24,,,,,,,,,,,
INV-46038,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-62727,ACH Transfer,25-Apr-24,,,,,,,,,,,
INV-97258,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-52815,Check,6-May-24,,,,,,,,,,,
INV-97451,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-54221,Credit Card,10-Apr-24,,,,,,,,,,,
INV-21460,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-38877,Credit Card,5-May-24,,,,,,,,,,,
INV-56890,Credit Card,19-Apr-24,,,,,,,,,,,
INV-16718,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-89055,Credit Card,23-Apr-24,,,,,,,,,,,
INV-66477,Check,6-May-24,,,,,,,,,,,
INV-42805,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-62442,Credit Card,28-Apr-24,,,,,,,,,,,
INV-55430,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-31758,Credit Card,29-Apr-24,,,,,,,,,,,
INV-19796,Check,26-Apr-24,,,,,,,,,,,
INV-52878,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-17895,Wire Transfer,1-May-24,,,,,,,,,,,
INV-34476,Credit Card,24-Apr-24,,,,,,,,,,,
INV-15907,Wire Transfer,30-Apr-24,,,,,,,,,,,
INV-46053,Check,17-Apr-24,,,,,,,,,,,
INV-60370,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-72130,Wire Transfer,2-May-24,,,,,,,,,,,
INV-48674,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-28915,ACH Transfer,2-May-24,,,,,,,,,,,
INV-49265,Check,28-Apr-24,,,,,,,,,,,
INV-70145,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-86897,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-93225,Wire Transfer,6-May-24,,,,,,,,,,,
INV-78223,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-19268,ACH Transfer,6-May-24,,,,,,,,,,,
INV-94353,Credit Card,6-May-24,,,,,,,,,,,
INV-87283,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-43916,Wire Transfer,27-Apr-24,,,,,,,,,,,
INV-42987,Check,9-Apr-24,,,,,,,,,,,
INV-29952,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-73434,Check,6-May-24,,,,,,,,,,,
INV-73371,Wire Transfer,3-May-24,,,,,,,,,,,
INV-56921,Check,18-Apr-24,,,,,,,,,,,
INV-33035,ACH Transfer,13-Apr-24,,,,,,,,,,,
INV-59656,Check,25-Apr-24,,,,,,,,,,,
INV-63866,Credit Card,19-Apr-24,,,,,,,,,,,
INV-80403,Credit Card,21-Apr-24,,,,,,,,,,,
INV-74417,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-88275,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-99792,Credit Card,3-May-24,,,,,,,,,,,
INV-57625,Check,12-Apr-24,,,,,,,,,,,
INV-57972,Check,18-Apr-24,,,,,,,,,,,
INV-79791,Credit Card,23-Apr-24,,,,,,,,,,,
INV-71103,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-30505,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-60782,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-66493,ACH Transfer,13-Apr-24,,,,,,,,,,,
INV-63939,Credit Card,21-Apr-24,,,,,,,,,,,
INV-27276,Check,23-Apr-24,,,,,,,,,,,
INV-11556,Credit Card,7-Apr-24,,,,,,,,,,,
INV-61007,Check,11-Apr-24,,,,,,,,,,,
INV-71293,Check,19-Apr-24,,,,,,,,,,,
INV-62031,Check,8-Apr-24,,,,,,,,,,,
INV-75766,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-55324,Credit Card,7-Apr-24,,,,,,,,,,,
INV-91922,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-96903,Credit Card,21-Apr-24,,,,,,,,,,,
INV-83966,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-58230,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-67508,Check,23-Apr-24,,,,,,,,,,,
INV-25452,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-57029,Credit Card,1-May-24,,,,,,,,,,,
INV-53067,Credit Card,10-Apr-24,,,,,,,,,,,
INV-53295,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-34432,Credit Card,28-Apr-24,,,,,,,,,,,
INV-10498,Credit Card,5-May-24,,,,,,,,,,,
INV-95850,Credit Card,29-Apr-24,,,,,,,,,,,
INV-13306,ACH Transfer,25-Apr-24,,,,,,,,,,,
INV-20123,ACH Transfer,3-May-24,,,,,,,,,,,
INV-50649,Check,25-Apr-24,,,,,,,,,,,
INV-72577,Check,7-Apr-24,,,,,,,,,,,
INV-28794,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-43945,Credit Card,27-Apr-24,,,,,,,,,,,
INV-35078,Check,9-Apr-24,,,,,,,,,,,
INV-61729,Check,29-Apr-24,,,,,,,,,,,
INV-50248,Check,5-May-24,,,,,,,,,,,
INV-34046,Credit Card,9-Apr-24,,,,,,,,,,,
INV-90549,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-71452,Check,27-Apr-24,,,,,,,,,,,
INV-66419,Check,26-Apr-24,,,,,,,,,,,
INV-53705,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-24831,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-57918,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-25901,Wire Transfer,12-Apr-24,,,,,,,,,,,
INV-85868,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-22436,Check,3-May-24,,,,,,,,,,,
INV-90906,Check,6-May-24,,,,,,,,,,,
INV-60837,Credit Card,26-Apr-24,,,,,,,,,,,
INV-29014,Credit Card,9-Apr-24,,,,,,,,,,,
INV-59322,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-54871,Credit Card,2-May-24,,,,,,,,,,,
INV-69111,Check,2-May-24,,,,,,,,,,,
INV-45910,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-42803,Check,14-Apr-24,,,,,,,,,,,
